Movie	Release_date	Language	Runtime	Budget	Revenue
Nous York	November  6, 2012	 French	1h 38m	$5.00	
Ducoboo 2: Crazy Vacation	October 23, 2012	 French	1h 33m		
Just Like Brothers	November 21, 2012	 French			
My Awkward Sexual Adventure	December 20, 2012	 English	1h 38m		$45,250.00
A Werewolf Boy	November 30, 2012	 Korean	2h 2m		
Emperor	March  8, 2013	 English	1h 45m		$3,346,265.00
Painless	October 10, 2012	 English	1h 45m		
Cold War	November  8, 2012	 Cantonese	1h 42m		
La Vérité si je Mens ! 3	January 31, 2012	 French	2h 0m	$25,496,629.00	$40,924,982.00
Vamps	November  2, 2012	 English	1h 33m	$16,000,000.00	
Dragon Eyes	May 11, 2012	 English	1h 28m	$3,000,000.00	
Artifact	September 14, 2012	 English	1h 45m		
Till Luck Do Us Part	October  5, 2012	 Portuguese	1h 44m		$1,672,940.00
6 Bullets	September 11, 2012	 English	1h 55m	$10,000,000.00	
Dracula 3D	October  4, 2013	 English	1h 49m		
Columbus Circle	March  5, 2012	 English	1h 22m	$10,000,000.00	
I Am Bruce Lee	February  9, 2012	 English	1h 34m		
Girl Most Likely	July 19, 2013	 English	1h 43m		
The Hypnotist	October 10, 2012	 Swedish	2h 1m		
Room 237	January 23, 2012	 English	1h 42m		
The Queen of Versailles	January 19, 2012	 English	1h 40m		$714,544.00
The Queen of Versailles	January 19, 2012	 English	1h 40m		$714,544.00
Tooth Fairy 2	March  6, 2012	 English	1h 30m	$5,000,000.00	
Final Cut: Ladies and Gentlemen	October  1, 2012	 Hungarian	1h 24m		
Lay the Favorite	December  7, 2012	 English	1h 34m	$26,350,000.00	$1,576,687.00
Nameless Gangster	March 30, 2012	 Korean	2h 13m		
Camille Rewinds	October 10, 2012	 French	1h 55m		
What's in a Name	April 25, 2012	 French	1h 49m		
Beverly Hills Chihuahua 3 - Viva La Fiesta!	September 18, 2012	 English	1h 29m		
Reality	March 15, 2013	 English	1h 50m		
Casa De Mi Padre	March 16, 2012	 English	1h 24m		
Hyde Park on Hudson	December  7, 2012	 English	1h 34m		$8,887,603.00
Meeting Evil	May  3, 2012	 English	1h 29m		$525.00
Lake Placid: The Final Chapter	September 29, 2012	 English	1h 26m		
Bad Kids Go To Hell	December  7, 2012	 English	1h 31m		
Liz & Dick	November 25, 2012	 English	1h 28m		
Let It Shine	June 15, 2012	 English	1h 30m		
Atlas Shrugged II: The Strike	October 12, 2012	 English	1h 52m		
The Conspiracy	August 23, 2012	 English	1h 25m		
Indie Game: The Movie	May 18, 2012	 English	1h 43m		
Doctor Who: The Snowmen	December 25, 2012	 English	1h 0m		
Radiostars	April 11, 2012	 French	1h 40m		
Radiostars	April 11, 2012	 French	1h 40m		
Barbara	March  8, 2012	 German	1h 45m		$4,129,250.00
Werewolf: The Beast Among Us	October  9, 2012	 English	1h 33m	$5,000,000.00	
Soldiers of Fortune	August  3, 2012	 English	1h 34m	$8,000,000.00	
Pieta	May 17, 2013	 Korean	1h 44m	$103,000.00	$3,623,330.00
Breaking Wind	March 27, 2012	 English	1h 23m		
Hannah Arendt	May 29, 2013	 German	1h 53m		$717,205.00
Stash House	May 11, 2012	 English	1h 35m	$2,000,000.00	
Branded	September  7, 2012	 English	1h 46m		
Ek Tha Tiger	August 15, 2012	 Hindi	2h 13m	$12,000,000.00	$51,000,000.00
Hemingway & Gellhorn	May 28, 2012	 English	2h 35m	$19,500,000.00	
We Are Legion: The Story of the Hacktivists	January 20, 2012	 English	1h 33m		
A Perfect Family	November 28, 2012	 Italian	2h 0m		
Nitro Circus: The Movie	August  8, 2012	 English	1h 32m		$3,903,479.00
I 2 soliti idioti	December 20, 2012	 Italian	1h 38m		
Student of the Year	October 19, 2012	 Hindi	2h 25m		
Love is in the Air	February 10, 2012	 Italian	1h 37m	$8,447,395.00	
Extracted	March 10, 2012	 English	1h 25m		
Marina Abramović: The Artist Is Present	June 13, 2012	 English	1h 46m		
Song for Marion	June 21, 2013	 English	1h 33m		$1,697,294.00
Jab Tak Hai Jaan	November 13, 2012	 Hindi	2h 56m		
Jab Tak Hai Jaan	November 13, 2012	 Hindi	2h 56m		
The Dinosaur Project	August  9, 2012	 English	1h 23m		
Best Man Down	October 20, 2012	 English	1h 30m	$1,500,000.00	$1,938.00
Me and You	July  4, 2014	 Italian	1h 43m		
Paradise: Love	April 27, 2012	 German	2h 0m	$3,600,000.00	$24,267.00
Chasing Ice	January 23, 2012	 English	1h 14m		$1,328,467.00
The Summit	October  4, 2013	 English	1h 35m		
Eega	July  5, 2012	 Telugu	2h 25m	$5,990,000.00	$19,450,000.00
When the Lights Went Out	January 31, 2012	 English	1h 26m		
Citadel	November  9, 2012	 English	1h 25m		
Gladiators of Rome	October 18, 2012	 Italian	1h 34m	$40,000,000.00	$10,079,201.00
After	September 14, 2012	 English	1h 30m		
Neighboring Sounds	February  8, 2013	 Portuguese	2h 11m		
Bloody Bloody Bible Camp	May 25, 2012	 English	1h 30m		
Lola Versus	April 24, 2012	 English	1h 27m		$252,603.00
Lesson of the Evil	November 10, 2012	 Japanese	2h 9m		
The Thompsons	December 31, 2012	 English	1h 24m	$3,000,000.00	
Storage 24	January 11, 2013	 English	1h 27m		
Madea's Witness Protection	June 29, 2012	 English	1h 54m	$20,000,000.00	$66,899,242.00
OMG: Oh My God!	September 28, 2012	 Hindi	2h 5m		
The Tower	January 11, 2013	 Korean	2h 1m		
The Tower	January 11, 2013	 Korean	2h 1m		
Barfi!	September 13, 2012	 Hindi	2h 31m	$4,437,508.00	$2,804,874.00
Talaash	November 30, 2012	 Hindi	2h 29m	$8,510,000.00	
Tower Block	September 19, 2012	 English	1h 30m		
Big is Beautiful	March 27, 2012	 French	1h 40m		
Ghost Graduation	February  3, 2012	 Castilian	1h 28m		
Bullit & Ripper	December  2, 2012	 French	1h 30m	$9,000,000.00	
Paris-Manhattan	April 11, 2013	 French	1h 19m		
A Flat for Three	March  2, 2012	 Italian	1h 53m	$10,495,000.00	
Whole Lotta Sole	April 21, 2012	 English	1h 34m		
War Witch	March  1, 2013	 English	1h 30m		
Least Among Saints	October 12, 2012	 English	1h 45m		
Mine Games	December  1, 2012	 English	1h 28m	$1,500,000.00	
Niko 2 - Little Brother, Big Trouble	November  2, 2012	 English	1h 19m		$17,000,000.00
Tai Chi Zero	October 19, 2012	 Chinese	1h 40m		
You Ain't Seen Nothin' Yet	September  1, 2012	 English	1h 55m		
Not Suitable For Children	August  8, 2012	 English	1h 37m		
A Company Man	October 11, 2012	 English	1h 36m	$3,500,000.00	$7,339,398.00
Blood	August  9, 2013	 English	1h 32m		
Hypothermia	October  2, 2012	 English	1h 13m		
The Babymakers	March  9, 2012	 English	1h 38m		
The Babymakers	March  9, 2012	 English	1h 38m		
Static	October 31, 2012	 English	1h 20m		
The Good Witch's Charm	October 27, 2012	 English	1h 30m		
West of Memphis	December 25, 2012	 English	2h 30m		
Agneepath	January 25, 2012	 Hindi	2h 54m	$11,097,000.00	$49,028,000.00
Sparkle	August 17, 2012	 English	1h 56m	$14,000,000.00	$24,637,469.00
More Than Honey	June 14, 2013	 English	1h 30m		
Confession of Murder	November  8, 2012	 Korean	1h 59m		
Papadopoulos & Sons	December 20, 2012	 Greek	1h 49m		
Capital	October 25, 2013	 French	1h 54m		
Rigodon	November 21, 2012	 English	1h 25m	$22,361.00	$31,307.00
Offender	August  8, 2012	 English	1h 42m	$2,000,000.00	
Fairy Tail the Movie: Phoenix Priestess	December 10, 2013	 Japanese	1h 26m		
Emmanuelle Through Time: Sex, Chocolate & Emmanuelle	June  2, 2012	 English			
Renoir	March 29, 2013	 French	1h 51m		$2,293,798.00
Sister	October  5, 2012	 French	1h 40m		
Up There	November 16, 2012	 English	1h 20m		
Thunderstruck	August 24, 2012	 English	1h 34m		
Hate Story	April 20, 2012	 Hindi	2h 20m	$1,300,000.00	$2,300,000.00
Maximum Conviction	November  5, 2012	 English	1h 37m		
Small Apartments	March 10, 2012	 English	1h 36m	$2,000,000.00	
Small Apartments	March 10, 2012	 English	1h 36m	$2,000,000.00	
Ghost Recon: Alpha	May  3, 2012	 English	0h 24m		
Sleepwalk with Me	January 23, 2012	 English	1h 21m		
A Christmas Story 2	September  6, 2012	 English	1h 26m		
Beyond the Hills	September 12, 2012	 Romanian	2h 30m		$124,919.00
Unit 7	July 14, 2012	 Castilian	1h 35m	$3,500,000.00	
Rags	May 28, 2012	 English			
18++ Forever Love	July 12, 2012	 Indonesian	1h 22m		
A Dark Truth	November 29, 2012	 English	1h 46m		$5,750.00
The Wall	June  7, 2013	 German	1h 44m		
The Giant Mechanical Man	April 27, 2012	 English	1h 34m		
Thermae Romae	April 28, 2012	 Japanese	1h 48m		
Mental	March 29, 2013	 English	1h 56m		
The Girl	October 22, 2012	 English	1h 31m		
Imaginaerum	May 28, 2013	 English	1h 20m	$4,275,000.00	
Motorway	June 21, 2012	 Cantonese	1h 30m		
Young & Wild	June  6, 2012	 Castilian	1h 32m		
Thale	September  9, 2012	 Norwegian	1h 16m		
The Dandelions	December 25, 2012	 French	1h 29m		
Heroes and Demons	December 12, 2012	 English	1h 33m		
A Better Life	January  3, 2012	 English	1h 50m		
A Better Life	January  3, 2012	 English	1h 50m		
100 Bloody Acres	June 28, 2013	 English	1h 31m		
Dead Before Dawn 3D	September  6, 2013	 English	1h 28m		
The Rise & Fall of a White Collar Hooligan	June 22, 2012	 English	1h 19m	$1,000,000.00	
Head Over Heels 2	December 28, 2012	 Portuguese	1h 38m		
Here Comes the Devil	December 13, 2013	 Castilian	1h 37m		$4,534.00
Vicky Donor	April 20, 2012	 Hindi	2h 2m	$685,175.00	
Found	July 14, 2012	 English	1h 45m	$8,000.00	
Tulpa - Demon of Desire	August 25, 2012	 English	1h 24m		
Cowgirls n' Angels	May 25, 2012	 English	1h 32m		$120,680.00
Girls Against Boys	February  1, 2013	 English	1h 27m		
The Devil's Carnival	April  5, 2012	 English	0h 55m	$500,000.00	
Clip	March 15, 2013	 Serbian	1h 40m		
The Philadelphia Experiment	July 28, 2012	 English	1h 25m		
Girl in Progress	May 11, 2012	 English	1h 33m	$5,000,000.00	
Time Travel Mater	June  5, 2012	 English	0h 7m		
Blue Like Jazz	April 13, 2012	 English	1h 46m	$1,250,000.00	
Come Out and Play	December 20, 2012	 English	1h 27m		
Playback	March  9, 2012	 English	1h 35m	$7,500,000.00	
Jesus Henry Christ	May  4, 2012	 English	1h 32m		
Save the Date	January 22, 2012	 English	1h 38m		
Save the Date	January 22, 2012	 English	1h 38m		
The Gatekeepers	February  1, 2013	 English	1h 41m		
The Pervert's Guide to Ideology	November  1, 2013	 English	2h 16m		
Puella Magi Madoka Magica the Movie Part II: Eternal	October 19, 2012	 Japanese	1h 49m		
Ritual	April 26, 2012	 English	1h 27m	$200,000.00	
In Their Skin	April 21, 2012	 English	1h 36m	$4,000,000.00	
Hamilton: In the Interest of the Nation	June  6, 2012	 Swedish	1h 49m	$6,629,445.00	
Rape Zombie: Lust of the Dead	September 10, 2013	 Japanese	1h 13m		
Urban Tale	December 10, 2012	 Hebrew	1h 43m		
Abraham Lincoln vs. Zombies	May 29, 2012	 English	1h 30m	$150,000.00	
Helter Skelter	July 14, 2012	 Japanese	2h 7m		
Hello I Must Be Going	September  7, 2012	 English	1h 35m		
Starlet	November  9, 2012	 English	1h 43m		
One in the Chamber	August 21, 2012	 English	1h 31m	$6,000,000.00	
Bronies: The Extremely Unexpected Adult Fans of My Little Pony	November  4, 2012	 English	1h 28m	$348,164.00	
Christmas with Holly	December  9, 2012	 English	1h 30m		
How to Make Money Selling Drugs	May 26, 2013	 English	1h 36m		
The Wedding Video	March  9, 2014	 English	1h 34m		
The Butterfly Room	August  4, 2012	 English	1h 27m		$1,081.00
The Invisible War	January 20, 2012	 English	1h 33m		
Angels of Sex	May  4, 2012	 Castilian	1h 45m		
Angels of Sex	May  4, 2012	 Castilian	1h 45m		
Fresh Guacamole	March  2, 2012	 English	0h 2m		
After Lucia	October  3, 2012	 Castilian	1h 33m		
U.F.O.	June 21, 2013	 English	1h 41m	$2,500,000.00	
Border Run	October 12, 2012	 English	1h 36m	$5,000,000.00	
London 2012 Olympic Opening Ceremony: Isles of Wonder	July 27, 2012	 English	3h 40m		
Saints and Soldiers: Airborne Creed	August 17, 2012	 English	1h 34m		
Due West: Our Sex Journey	September 20, 2012	 Cantonese	1h 59m		
Blue and Not So Pink	November 27, 2012	 Castilian	1h 54m		
Two Rabbits	January 20, 2012	 Portuguese	1h 48m	$2,000,000.00	$1,620,436.00
Scooby-Doo! Music of the Vampire	March 13, 2012	 English	1h 19m		
Kiss of the Damned	May  3, 2013	 English	1h 35m		$14,752.00
Suspension of Disbelief	November  1, 2012	 English	1h 52m		
The Assassins	September 26, 2012	 Chinese	1h 47m		
A Perfect Ending	June  1, 2012	 English	1h 50m		
Good Deeds	February 23, 2012	 English	1h 51m		
The Courier	June  8, 2013	 English	1h 31m		
Jack & Diane	November  2, 2012	 English	1h 50m		
El Gringo	May 10, 2012	 English	1h 38m	$3,000,000.00	
È nata una Star?	January  1, 2012	 Italian			
Call Girl	September  7, 2012	 Swedish	2h 20m	$6,075,000.00	
Call Girl	September  7, 2012	 Swedish	2h 20m	$6,075,000.00	
Love Bite	November 11, 2012	 English	1h 31m		
John Mulaney: New in Town	January 31, 2012	 English	1h 0m		
Tim and Eric's Billion Dollar Movie	March  2, 2012	 English	1h 34m		
A Bride for Christmas	December  1, 2012	 English	1h 30m		
Astronaut: The Last Push	June  1, 2012	 English	1h 30m		
Gangs of Wasseypur - Part 2	August  8, 2012	 Hindi	2h 40m	$1,670,000.00	$4,900,000.00
Santa Paws 2: The Santa Pups	November 20, 2012	 English	1h 28m		
Crawlspace	October 17, 2012	 English	1h 29m		
Won't Back Down	September 28, 2012	 English	2h 1m		$5,310,554.00
Detective Conan: The Eleventh Striker	April 14, 2012	 Japanese	1h 50m		
Room on the Broom	December 25, 2012	 English	0h 25m		
The End	November 23, 2012	 Castilian	1h 35m		
Kamen Rider × Super Sentai: Super Hero Taisen	April 21, 2012	 Japanese	1h 29m		
Ustad Hotel	June 29, 2012	 Malayalam	2h 30m		
Ti stimo fratello	January 18, 2012	 Italian			
Measuring the World	October 24, 2012	 German	2h 7m		
Ben 10: Destroy All Aliens	March 23, 2012	 English	1h 6m		
Shell	November 26, 2012	 English	1h 30m		
The Lookout	September  9, 2012	 French	1h 29m		
Barricade	September 25, 2012	 English	1h 22m		
Barricade	September 25, 2012	 English	1h 22m		
Swerve	December  5, 2013	 English	1h 23m		
Grimm's Snow White	March 13, 2012	 English	1h 29m		
Howling	February 16, 2012	 Korean	1h 54m		
Detention of the Dead	April 27, 2012	 English	1h 27m	$500,000.00	
Buona giornata	March 30, 2012	 Italian		$3,500,000.00	
Tabu	December 26, 2012	 Portuguese	1h 50m		
E Aí... Comeu?	June 22, 2012	 Portuguese	1h 40m		
Tai Chi Hero	April 30, 2013	 Cantonese	1h 40m	$40,000,000.00	
7 Below	April 17, 2012	 English	1h 30m	$6,000,000.00	
Inescapable	February 22, 2013	 English	1h 33m		
Puella Magi Madoka Magica the Movie Part I: Beginnings	October 19, 2012	 Japanese	2h 11m		
Pusher	October 26, 2012	 English	1h 26m		
Loosies	February  1, 2012	 English	1h 29m		
The Deep	July 12, 2013	 Icelandic	1h 35m	$3,000,000.00	
For Greater Glory - The True Story of Cristiada	June  1, 2012	 English	2h 25m	$12,000,000.00	$9,622,846.00
Ill Manors	June  6, 2012	 English	2h 1m	$170,000.00	
Kirikou and the Men and Women	October  2, 2012	 French	1h 28m		
The Stroller Strategy	November 11, 2012	 French	1h 30m		$3,462.00
Ek Main Aur Ekk Tu	February 10, 2012	 Hindi	1h 50m		
Frozen	November 19, 2013	 English	1h 42m	$150,000,000.00	$1,274,219,009.00
The Purge	June  6, 2013	 English	1h 26m	$3,000,000.00	$89,328,627.00
Thor: The Dark World	November  8, 2013	 English	1h 52m	$170,000,000.00	$644,571,402.00
The Wolf of Wall Street	December 17, 2013	 English	3h 0m	$100,000,000.00	$392,000,694.00
Despicable Me 2	July  3, 2013	 English	1h 38m	$76,000,000.00	$970,761,885.00
The Hunger Games: Catching Fire	November 22, 2013	 English	2h 26m	$130,000,000.00	$847,423,452.00
Man of Steel	June 14, 2013	 English	2h 23m	$225,000,000.00	$668,045,518.00
Iron Man 3	May  3, 2013	 English	2h 10m	$200,000,000.00	$1,215,439,994.00
The Hobbit: The Desolation of Smaug	December 13, 2013	 English	2h 41m	$250,000,000.00	$958,400,000.00
Gravity	August 31, 2013	 English	1h 31m	$105,000,000.00	$716,392,705.00
Now You See Me	May 31, 2013	 English	1h 56m	$75,000,000.00	$117,698,894.00
The Love Punch	September 12, 2013	 English	1h 34m		
The Conjuring	July 19, 2013	 English	1h 52m	$13,000,000.00	$319,494,638.00
Monsters University	June 21, 2013	 English	1h 44m	$200,000,000.00	$743,559,607.00
Star Trek Into Darkness	May 16, 2013	 English	2h 12m	$190,000,000.00	$467,365,246.00
Elysium	August  9, 2013	 English	1h 49m	$115,000,000.00	$286,140,700.00
Indovina chi viene a Natale?	December 19, 2013	 Italian	1h 34m		
Pacific Rim	July 12, 2013	 English	2h 11m	$180,000,000.00	$407,602,906.00
12 Years a Slave	October 30, 2013	 English	2h 14m	$20,000,000.00	$187,000,000.00
American Hustle	December 12, 2013	 English	2h 18m	$40,000,000.00	$251,171,807.00
Enemy	March 14, 2014	 English	1h 31m		$3,396,726.00
Enemy	March 14, 2014	 English	1h 31m		$3,396,726.00
Oblivion	April 18, 2013	 English	2h 4m	$120,000,000.00	$286,168,572.00
World War Z	June 21, 2013	 English	1h 56m	$200,000,000.00	$531,865,000.00
Her	October 12, 2013	 English	2h 6m	$23,000,000.00	$47,351,251.00
Kick-Ass 2	August 16, 2013	 English	1h 43m	$28,000,000.00	$60,700,000.00
The Great Gatsby	May 10, 2013	 English	2h 23m	$105,000,000.00	$351,040,419.00
Prisoners	September 21, 2013	 English	2h 33m	$46,000,000.00	$122,126,687.00
Evil Dead	April  5, 2013	 English	1h 31m	$17,000,000.00	$97,542,952.00
Cloudy with a Chance of Meatballs 2	September 27, 2013	 English	1h 35m	$78,000,000.00	$248,384,621.00
RED 2	July 19, 2013	 English	1h 56m	$84,000,000.00	
A Good Day to Die Hard	February 14, 2013	 English	1h 38m	$92,000,000.00	$304,654,182.00
Ender's Game	November  1, 2013	 English	1h 54m	$110,000,000.00	$125,537,191.00
Scary Movie 5	April 12, 2013	 English	1h 26m	$20,000,000.00	$78,378,744.00
The Hangover Part III	May 23, 2013	 English	1h 40m	$103,000,000.00	$362,000,072.00
Short Term 12	March 10, 2013	 English	1h 36m		$1,600,000.00
Epic	May 24, 2013	 English	1h 42m	$100,000,000.00	$268,426,634.00
Europa Report	June 27, 2013	 English	1h 30m	$125,687.00	
The World's End	August 23, 2013	 English	1h 49m	$20,000,000.00	$46,089,287.00
The Croods	March 22, 2013	 Castilian	1h 38m	$135,000,000.00	$585,178,928.00
We're the Millers	August  7, 2013	 English	1h 50m	$37,000,000.00	$269,994,119.00
Side Effects	February  8, 2013	 English	1h 46m	$30,000,000.00	$63,372,757.00
Side Effects	February  8, 2013	 English	1h 46m	$30,000,000.00	$63,372,757.00
Percy Jackson: Sea of Monsters	August  7, 2013	 English	1h 46m	$90,000,000.00	$174,578,751.00
Riddick	September  6, 2013	 English	1h 59m	$38,000,000.00	$98,337,295.00
About Time	November  8, 2013	 English	2h 3m	$12,000,000.00	$87,100,449.00
47 Ronin	December 25, 2013	 English	1h 59m	$175,000,000.00	$150,962,475.00
Turbo	July 19, 2013	 English	1h 36m	$135,000,000.00	$282,570,682.00
Are You Here	August 22, 2014	 English	1h 54m		
The Heat	June 28, 2013	 English	1h 57m	$43,000,000.00	$158,674,180.00
Don Jon	September 27, 2013	 English	1h 30m	$6,000,000.00	
Nymphomaniac: Vol. I	March  6, 2014	 English	1h 58m		$10,285,896.00
Hansel & Gretel: Witch Hunters	January 25, 2013	 English	1h 28m	$50,000,000.00	$224,803,475.00
Carrie	October 18, 2013	 English	1h 40m	$30,000,000.00	$82,394,288.00
After Earth	May 31, 2013	 English	1h 40m	$130,000,000.00	$243,843,127.00
Dallas Buyers Club	November 22, 2013	 English	1h 57m	$5,000,000.00	$55,198,285.00
Oldboy	November 27, 2013	 English	1h 44m	$30,000,000.00	$4,861,022.00
Safe Haven	February 14, 2013	 English	1h 55m	$28,000,000.00	$97,594,140.00
Insidious: Chapter 2	September 13, 2013	 English	1h 46m	$5,000,000.00	
White House Down	June 28, 2013	 English	2h 11m	$150,000,000.00	$205,366,737.00
Spring Breakers	March 15, 2013	 English	1h 34m	$5,000,000.00	$31,724,284.00
The Host	March 29, 2013	 English	2h 5m	$44,000,000.00	$63,327,201.00
Snowpiercer	June 27, 2014	 Korean	2h 6m	$39,200,000.00	$86,758,912.00
Snowpiercer	June 27, 2014	 Korean	2h 6m	$39,200,000.00	$86,758,912.00
Broken City	January 18, 2013	 English	1h 49m	$56,000,000.00	$19,701,164.00
The Zero Theorem	August 19, 2014	 English	1h 47m	$8,500,000.00	$770,706.00
All Is Lost	October 18, 2013	 English	1h 46m	$9,000,000.00	$6,108,720.00
The Secret Life of Walter Mitty	December 25, 2013	 English	1h 54m	$90,000,000.00	$188,133,322.00
Lone Survivor	December 24, 2013	 English	2h 1m	$40,000,000.00	$149,295,601.00
Coherence	September 19, 2013	 English	1h 29m		$102,617.00
Escape Plan	October 18, 2013	 English	1h 55m	$50,000,000.00	$122,915,111.00
Death Race: Inferno	January 22, 2013	 English	1h 45m	$6,500,000.00	
